"STATE","ST_CASE","VE_TOTAL","VE_FORMS","PVH_INVL","PEDS","PERNOTMVIT","PERMVIT","PERSONS","COUNTY","CITY","DAY","MONTH","YEAR","DAY_WEEK","HOUR","MINUTE","NHS","ROAD_FNC","ROUTE","TWAY_ID","TWAY_ID2","MILEPT","LATITUDE","LONGITUD","SP_JUR","HARM_EV","MAN_COLL","RELJCT1","RELJCT2","TYP_INT","REL_ROAD","WRK_ZONE","LGT_COND","WEATHER1","WEATHER2","WEATHER","SCH_BUS","RAIL","NOT_HOUR","NOT_MIN","ARR_HOUR","ARR_MIN","HOSP_HR","HOSP_MN","CF1","CF2","CF3","FATALS","DRUNK_DR"
48,481107,1,1,0,0,0,1,1,423,0,8,6,2011,4,8,5,0,4,8,"FM850                         ","                              ",30,32.34784444,-95.21065278,0,1,0,0,1,1,4,0,1,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,481652,2,2,0,0,0,3,3,201,3280,4,8,2011,5,3,0,1,12,7,"STATE LOOP 8                  ","HARWIN DR                     ",106,29.716625,-95.55798611,0,12,6,1,2,2,1,0,3,10,0,10,0,"0000000",2,58,3,4,3,49,0,0,0,1,1
48,481653,1,1,0,1,1,1,1,231,0,7,8,2011,1,20,49,1,1,1,"I-30                          ","                              ",207,33.13290556,-96.01978333,0,8,0,0,1,1,1,0,2,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,481654,2,2,0,0,0,2,2,85,720,8,8,2011,2,14,20,0,3,3,"SR-78                         ","SR-78 BU                      ",80,33.28672778,-96.38918889,0,12,2,0,2,2,1,0,1,1,0,1,0,"0000000",99,99,99,99,99,99,0,0,0,1,0
48,481655,2,2,0,0,0,2,2,217,0,8,8,2011,2,16,20,0,3,3,"SR-22                         ","TALL TIMBERS TRAIL            ",36,31.89859722,-97.32573611,0,12,1,0,2,2,1,0,1,1,0,1,0,"0000000",99,99,99,99,99,99,0,0,0,1,0
48,481656,1,1,0,0,0,1,1,67,0,9,8,2011,3,15,15,0,4,8,"FM 3129                       ","                              ",52,33.23716111,-94.09727778,0,32,0,0,1,1,4,0,1,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,1
48,481658,2,2,0,0,0,2,2,201,3280,10,8,2011,4,13,45,1,11,7,"I-610                         ","                              ",131,29.78859167,-95.26691667,0,33,0,0,1,1,4,0,1,1,0,1,0,"0000000",13,46,13,50,14,9,0,0,0,1,0
48,481659,3,3,0,0,0,4,4,453,0,10,8,2011,4,14,47,1,13,2,"US-290                        ","                              ",45,30.23219722,-97.90168889,0,12,6,0,1,1,1,0,1,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,481660,3,3,0,0,0,3,3,309,0,12,8,2011,6,8,38,1,2,3,"SR-31                         ","                              ",84,31.65310833,-96.99843056,0,12,6,0,8,1,1,1,1,1,0,1,0,"0000000",8,48,8,57,9,33,14,0,0,1,0
48,481661,2,2,0,0,0,3,3,37,0,4,8,2011,5,13,10,1,1,1,"I-30                          ","                              ",107,33.42116944,-94.54996111,0,12,1,0,1,1,1,0,1,1,0,1,0,"0000000",13,18,13,47,14,29,0,0,0,1,0
48,481662,2,2,0,0,0,6,6,67,0,13,8,2011,7,17,23,1,2,2,"US-59                         ","FM3129                        ",26,33.26305556,-94.15274722,0,12,6,0,2,3,1,0,2,10,0,10,0,"0000000",17,28,17,39,18,37,0,0,0,1,0
48,481663,1,1,0,0,0,1,1,55,0,14,8,2011,1,2,24,1,2,2,"US-183                        ","                              ",41,29.97880278,-97.68124444,0,58,0,0,1,1,3,1,2,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,1
48,481664,2,1,1,1,2,1,2,141,3276,14,8,2011,1,0,54,0,16,5,"DARRINGTON RD                 ","NUNDA DR                      ",0,31.67882222,-106.19745278,0,8,0,0,3,3,1,0,3,1,0,1,0,"0000000",88,88,88,88,88,88,23,0,0,1,1
48,481665,2,2,0,0,0,2,2,215,2110,14,8,2011,1,17,4,0,14,8,"FM3362                        ","TRENTON RD                    ",28,26.26472778,-98.19298889,0,1,0,0,3,2,1,0,1,2,0,2,0,"0000000",17,4,17,8,17,35,0,0,0,1,0
48,481666,1,1,0,0,0,3,3,303,4140,14,8,2011,1,2,30,1,12,8,"SL289                         ","                              ",325,33.60773889,-101.90591944,0,24,0,0,1,1,4,0,2,1,0,1,0,"0000000",2,33,2,41,2,49,0,0,0,1,1
48,481667,4,4,0,0,0,6,6,179,0,15,8,2011,2,14,30,1,2,2,"US-60                         ","                              ",79,35.49750556,-101.03964444,0,12,6,0,1,1,1,0,1,1,0,1,0,"0000000",99,99,99,99,99,99,0,0,0,1,0
48,481668,2,2,0,0,0,3,3,329,0,16,8,2011,3,17,19,1,2,8,"BI20E                         ","1140                          ",215,32.03211389,-102.00422778,0,12,6,0,2,2,1,0,1,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,481669,1,1,0,0,0,1,1,201,3280,17,8,2011,4,0,39,1,11,1,"I-10                          ","                              ",245,29.77742778,-95.40975833,0,1,0,0,1,1,1,0,3,10,0,10,0,"0000000",88,88,88,88,88,88,0,0,0,1,1
48,481670,1,1,0,0,0,1,1,339,0,17,8,2011,4,19,10,0,16,5,"HONEA EGYPT RD                ","                              ",0,30.27268333,-95.59133333,0,30,0,0,1,1,4,0,1,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,481671,2,2,0,0,0,2,2,201,3280,18,8,2011,5,20,58,1,13,2,"US-290                        ","                              ",187,29.93173056,-95.64333611,0,12,1,0,1,1,1,0,2,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,1
48,481672,1,1,0,0,0,2,2,361,0,18,8,2011,5,1,35,0,6,4,"SAWMILL RD                    ","                              ",0,30.18076667,-94.01783056,0,42,0,0,1,1,4,0,2,1,0,1,0,"0000000",1,39,1,48,2,27,0,0,0,1,1
48,481673,1,1,0,0,0,1,1,405,0,19,8,2011,6,16,5,0,3,3,"SR-147                        ","                              ",49,31.48214722,-94.13703889,0,1,0,0,1,1,1,0,1,1,0,1,0,"0000000",99,99,99,99,99,99,0,0,0,1,0
48,481674,2,2,0,0,0,2,2,183,0,20,8,2011,7,3,37,1,1,1,"I-20                          ","                              ",135,32.44124444,-94.73388333,0,12,2,0,1,1,1,0,2,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,2,1
48,481675,1,1,0,0,0,2,2,217,0,20,8,2011,7,20,22,0,4,8,"FM308                         ","                              ",98,99.9999,999.9999,0,32,0,0,1,1,4,0,2,1,0,1,0,"0000000",20,28,20,51,21,58,0,0,0,2,1
48,481676,2,2,0,0,0,2,2,363,0,20,8,2011,7,0,34,1,1,1,"I-20                          ","                              ",37,32.53288333,-98.31969722,0,12,1,0,1,1,1,0,2,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,481677,1,1,0,0,0,1,1,423,0,20,8,2011,7,23,10,0,15,8,"FM2493                        ","                              ",93,32.22231389,-95.35105,0,1,0,0,1,1,1,0,2,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,1
48,481678,1,1,0,0,0,1,1,41,970,21,8,2011,1,9,41,1,12,2,"US-190                        ","                              ",42,30.69833889,-96.36054722,0,1,0,0,1,1,10,0,1,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,481679,1,1,0,0,0,3,3,113,1730,21,8,2011,1,2,34,0,16,5,"JUPITER RD                    ","                              ",0,32.86298333,-96.68326111,0,38,0,0,1,1,4,0,3,1,0,1,0,"0000000",2,35,2,42,3,5,0,0,0,1,0
48,481680,1,1,0,0,0,2,2,373,0,21,8,2011,1,12,27,1,2,2,"US-59                         ","SL393                         ",380,30.61918889,-94.94710833,0,1,0,0,3,3,3,0,1,1,0,1,0,"0000000",99,99,99,99,99,99,0,0,0,1,0
48,481681,1,1,0,0,0,4,4,453,330,21,8,2011,1,18,10,1,12,8,"SL1                           ","                              ",87,30.36771944,-97.74263611,0,24,0,0,1,1,3,0,1,1,0,1,0,"0000000",18,10,18,18,18,45,0,0,0,2,0
48,481682,2,2,0,0,0,5,5,477,880,21,8,2011,1,1,34,1,13,3,"SR-36                         ","                              ",26,30.12879722,-96.39376944,0,12,6,0,8,1,1,0,3,1,0,1,0,"0000000",1,36,1,40,2,23,0,0,0,4,2
48,481683,2,2,0,0,0,2,2,29,6090,22,8,2011,2,18,7,0,16,5,"STONECROFT                    ","                              ",0,29.546825,-98.66753333,0,12,6,0,8,1,1,0,1,1,0,1,0,"0000000",18,30,18,39,19,6,0,0,0,1,0
48,481684,2,2,0,0,0,4,4,505,0,22,8,2011,2,15,16,1,2,2,"US-83                         ","                              ",417,26.81193889,-99.15204167,0,12,2,0,1,1,1,1,1,1,0,1,0,"0000000",99,99,99,99,99,99,0,0,0,2,0
48,481685,1,1,0,0,0,1,1,85,2320,23,8,2011,3,15,30,0,16,5,"OLD JOSEPHINE RD              ","                              ",0,33.14734444,-96.35419722,0,32,0,0,1,1,4,0,1,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,480013,1,1,0,0,0,1,1,53,0,3,1,2011,2,16,57,0,4,8,"RM2147                        ","                              ",115,30.54858611,-98.31403333,0,42,0,0,1,1,4,0,1,10,0,10,0,"0000000",17,0,17,6,18,7,0,0,0,1,0
48,480014,1,1,0,1,1,1,1,113,2010,3,1,2011,2,2,36,1,12,2,"US-67                         ","                              ",104,32.64366667,-96.88893333,0,8,0,0,1,1,1,0,6,1,0,1,0,"0000000",2,39,2,54,3,7,0,0,0,1,0
48,480015,1,1,0,0,0,1,1,161,0,3,1,2011,2,17,46,0,5,8,"FM1848                        ","                              ",49,31.53289722,-96.05908889,0,1,0,0,1,1,1,0,5,10,0,10,0,"0000000",88,88,88,88,88,88,0,0,0,1,1
48,480016,1,1,0,0,0,2,2,231,2860,3,1,2011,2,14,40,1,13,8,"BU69                          ","                              ",20,33.141825,-96.10718056,0,42,0,0,1,1,4,0,1,1,0,1,0,"0000000",14,41,14,47,15,21,0,0,0,2,0
48,480018,1,1,0,1,1,1,1,113,1730,4,1,2011,3,13,26,0,16,5,"HARRY HINES BLVD              ","BUTLER ST                     ",0,32.81347778,-96.83956389,0,8,0,0,3,2,1,0,1,1,0,1,0,"0000000",13,27,13,33,13,41,0,0,0,1,0
48,480019,2,2,0,0,0,3,3,201,3280,4,1,2011,3,6,25,0,16,5,"TIDWELL RD                    ","SUNFOREST DR                  ",0,29.84936944,-95.47666389,0,12,6,0,2,3,1,0,4,10,0,10,0,"0000000",6,36,6,40,7,12,0,0,0,1,0
48,480020,3,3,0,0,0,3,3,201,3280,4,1,2011,3,11,21,0,16,5,"ELDRIDGE PKWY                 ","WAR MEMORIAL                  ",0,29.82243889,-95.60841389,0,12,6,0,1,1,1,0,1,10,0,10,0,"0000000",11,20,11,26,11,56,0,0,0,1,0
48,480021,1,1,0,0,0,1,1,239,0,4,1,2011,3,10,37,0,4,8,"FM1822                        ","                              ",33,28.94076667,-96.64443333,0,1,0,0,1,1,4,0,1,10,0,10,0,"0000000",10,50,11,5,11,30,0,0,0,1,0
48,480022,1,1,0,1,1,1,1,355,1550,4,1,2011,3,20,58,0,14,8,"SS 407                        ","                              ",52,27.82707778,-97.55090833,0,8,0,0,1,1,1,0,2,10,0,10,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,480023,1,1,0,1,1,1,1,371,2440,4,1,2011,3,6,8,1,13,2,"US-285                        ","                              ",115,30.89815833,-102.90463889,0,8,0,0,1,1,1,0,2,1,0,1,0,"0000000",6,8,6,11,6,24,0,0,0,1,0
48,480024,2,2,0,0,0,2,2,497,9997,4,1,2011,3,5,10,1,2,2,"US-81                         ","BU 81                         ",32,33.204675,-97.567325,0,12,6,0,2,3,1,0,3,1,0,1,0,"0000000",5,12,5,18,5,37,0,0,0,1,0
48,480025,2,2,0,0,0,6,6,29,6090,5,1,2011,4,16,55,0,16,5,"POTEET JOURDANTON             ","APPLE WHITE RD                ",0,29.30875833,-98.55503889,0,12,6,0,2,2,1,0,1,1,0,1,0,"0000000",16,54,17,11,17,42,0,0,0,1,0
48,480026,1,1,0,0,0,1,1,53,0,5,1,2011,4,18,45,0,4,8,"RANCH ROAD 2341               ","                              ",123,30.79659167,-98.30773611,0,38,0,0,1,1,4,0,5,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,1
48,480027,1,1,0,0,0,1,1,61,940,5,1,2011,4,1,17,0,16,5,"MORNINGSIDE                   ","                              ",0,25.90324444,-97.44905556,0,30,0,0,1,1,4,0,3,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,480028,1,1,0,0,0,1,1,141,6986,5,1,2011,4,8,33,0,4,3,"SR-20                         ","                              ",509,31.4804,-106.13256111,0,43,0,0,1,1,4,0,1,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,480029,3,3,0,0,0,5,5,201,0,5,1,2011,4,17,5,1,13,8,"FM 1093                       ","                              ",2,29.711525,-95.68457222,0,12,1,0,7,1,1,0,1,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,480030,2,2,0,0,0,3,3,347,0,5,1,2011,4,11,58,1,2,2,"US-259                        ","                              ",33,31.80066667,-94.67850278,0,12,6,0,8,1,1,0,1,1,0,1,0,"0000000",12,1,12,17,12,52,0,0,0,1,1
48,480031,1,1,0,1,1,1,1,355,1550,5,1,2011,4,18,59,0,16,5,"EVERHART ROAD                 ","                              ",0,27.71063611,-97.38686667,0,8,0,0,1,1,1,0,3,1,0,1,0,"0000000",19,0,19,4,19,25,0,0,0,1,0
48,480032,3,3,0,0,0,3,3,419,6820,5,1,2011,4,14,10,1,2,2,"US-59                         ","                              ",17,31.95498056,-94.23739167,0,12,6,0,8,1,1,0,1,1,0,1,0,"0000000",14,9,14,21,14,54,0,0,0,1,0
48,480033,2,2,0,0,0,2,2,453,0,5,1,2011,4,8,38,0,6,4,"BLAKE MANOR ROAD              ","                              ",0,30.29230278,-97.52306944,0,12,6,0,1,1,1,0,1,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,480034,1,1,0,1,1,1,1,355,1550,6,1,2011,5,6,2,0,16,5,"NAVIGATION BLVD               ","                              ",0,27.76716944,-97.45260556,0,8,0,0,1,1,1,0,2,1,0,1,0,"0000000",6,2,6,7,6,23,0,0,0,1,0
48,480035,1,1,0,0,0,1,1,451,0,6,1,2011,5,13,54,0,5,8,"FM 388                        ","                              ",62,31.44634167,-100.33680278,0,1,0,0,1,1,4,0,1,1,0,1,0,"0000000",14,10,14,19,14,45,0,0,0,1,1
48,480036,1,1,0,0,0,1,1,29,0,7,1,2011,6,20,39,1,1,1,"I-37                          ","                              ",67,29.20454722,-98.41783056,0,42,0,0,1,1,3,0,2,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,480037,2,2,0,0,0,3,3,49,950,7,1,2011,6,15,18,0,14,2,"US-183                        ","CR 338                        ",220,31.77330556,-98.95146389,0,12,6,0,2,3,1,0,1,1,0,1,0,"0000000",15,20,15,33,16,1,0,0,0,1,0
48,480038,1,1,0,1,1,1,1,85,5390,7,1,2011,6,9,5,1,12,2,"US-75                         ","                              ",107,33.04088611,-96.70253611,0,8,0,0,1,1,1,0,1,1,0,1,0,"0000000",9,11,9,17,9,34,0,0,0,1,0
48,480039,1,1,0,1,1,2,2,201,0,7,1,2011,6,23,25,1,13,3,"SR-6                          ","                              ",168,29.69452778,-95.64381389,0,8,0,0,1,1,1,0,2,1,0,1,0,"0000000",99,99,99,99,88,88,0,0,0,1,0
48,480040,2,2,0,0,0,3,3,241,3480,7,1,2011,6,17,42,1,13,2,"US-190                        ","SR-63                         ",3,30.91883611,-93.97965,0,12,6,0,2,2,1,0,3,1,0,1,0,"0000000",18,2,18,7,99,99,0,0,0,1,0
48,480041,1,1,0,0,0,1,1,355,1550,7,1,2011,6,13,54,1,13,3,"SR-286                        ","                              ",19,27.71292778,-97.44646667,0,59,0,0,1,1,4,0,1,1,0,1,0,"0000000",13,54,13,58,14,13,0,0,0,1,0
48,480042,2,2,0,0,0,2,2,491,0,7,1,2011,6,21,7,1,2,2,"US-183                        ","                              ",46,30.77598611,-97.87729722,0,12,2,0,1,1,1,0,2,1,0,1,0,"0000000",21,12,21,22,22,3,0,0,0,1,1
48,480043,2,2,0,0,0,3,3,201,3280,8,1,2011,7,15,15,0,16,5,"HOUSTON ROAD                  ","                              ",0,29.81301944,-95.26978056,0,12,6,0,1,1,1,0,1,1,0,1,0,"0000000",99,99,99,99,88,88,0,0,0,1,0
48,480044,1,1,0,1,1,2,2,309,7210,8,1,2011,7,19,10,1,11,1,"I-35                          ","                              ",150,31.54473611,-97.12657778,0,8,0,0,1,1,1,0,3,10,0,10,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,480045,2,2,0,0,0,3,3,325,0,8,1,2011,7,2,11,1,1,1,"I-35                          ","                              ",125,29.212325,-98.80678611,0,12,2,0,1,1,1,0,2,1,0,1,0,"0000000",2,21,2,30,4,0,0,0,0,1,1
48,480046,3,3,0,0,0,5,5,419,0,8,1,2011,7,11,49,0,3,3,"SR-7                          ","                              ",66,31.87093333,-94.10725833,0,12,1,0,8,1,1,0,1,1,0,1,0,"0000000",11,47,11,54,12,23,0,0,0,1,0
48,480563,2,2,0,0,0,4,4,141,1150,26,3,2011,7,6,43,1,13,3,"SR-20                         ","                              ",62,31.91053056,-106.60023611,0,12,2,0,1,1,1,0,4,1,0,1,0,"0000000",7,9,7,29,7,52,0,0,0,1,0
48,480564,1,1,0,0,0,1,1,229,0,26,3,2011,7,10,30,1,1,1,"I-10                          ","                              ",142,31.28210278,-105.8059,0,52,0,0,1,1,4,0,1,1,0,1,0,"0000000",10,30,10,47,12,0,0,0,0,1,0
48,480565,1,1,0,0,0,1,1,385,0,26,3,2011,7,16,30,0,5,8,"RM 336                        ","                              ",100,29.93062778,-99.80072222,0,1,0,0,1,1,4,0,1,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,480566,1,1,0,0,0,2,2,423,0,26,3,2011,7,15,56,0,4,8,"FM 724                        ","                              ",75,32.37987222,-95.42865833,0,35,0,0,1,1,4,0,1,1,0,1,0,"0000000",16,19,16,29,17,23,0,0,0,1,0
48,480567,1,1,0,0,0,1,1,365,0,27,3,2011,1,22,6,0,3,3,"SR-149                        ","                              ",44,32.26843333,-94.46583056,0,1,0,0,1,1,1,0,2,1,0,1,0,"0000000",22,17,22,30,23,15,0,0,0,1,1
48,480568,1,1,0,0,0,1,1,401,0,27,3,2011,1,2,40,0,4,8,"FM 2011                       ","                              ",14,32.35601667,-94.70841389,0,38,0,0,1,1,4,0,2,10,0,10,0,"0000000",88,88,88,88,88,88,0,0,0,1,1
48,480569,1,1,0,0,0,1,1,401,0,27,3,2011,1,16,11,0,3,3,"SR-43                         ","                              ",29,32.29943611,-94.55632778,0,1,0,0,1,1,4,0,1,10,0,10,0,"0000000",16,12,16,19,17,37,0,0,0,1,0
48,480570,1,1,0,1,1,1,1,183,4080,28,3,2011,2,19,50,1,13,8,"SL 281                        ","                              ",46,32.5422,-94.73660556,0,8,0,0,1,1,1,0,2,1,0,1,0,"0000000",19,52,19,57,20,7,0,0,0,1,0
48,480571,2,2,0,0,0,5,5,353,6720,28,3,2011,2,17,8,0,14,3,"SR-70                         ","17TH ST                       ",116,32.49510833,-100.378775,0,12,11,0,2,2,1,0,1,1,0,1,0,"0000000",17,8,17,11,17,30,0,0,0,1,0
48,480572,1,1,0,0,0,1,1,191,0,29,3,2011,3,13,50,0,4,8,"FM94                          ","                              ",63,34.33298333,-100.48340278,0,31,0,0,1,1,4,0,1,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,480573,1,1,0,1,1,1,1,287,2640,29,3,2011,3,23,12,1,13,2,"US-290                        ","                              ",98,30.17769167,-96.90444167,0,9,0,0,1,1,1,0,2,10,0,10,0,"0000000",99,99,23,17,0,28,0,0,0,1,0
48,480574,2,2,0,0,0,2,2,201,3280,30,3,2011,4,1,50,1,12,8,"SL8                           ","                              ",122,29.93981667,-95.30549444,0,12,1,0,1,1,1,0,2,2,0,2,0,"0000000",1,55,2,0,2,31,0,0,0,1,1
48,480575,1,1,0,1,1,1,1,215,0,30,3,2011,4,17,47,0,6,4,"BENITO RAMIREZ RD             ","                              ",0,26.36473611,-98.08187778,0,9,0,0,1,1,1,0,1,1,0,1,0,"0000000",17,48,18,4,18,30,0,0,0,1,0
48,480576,2,2,0,0,0,2,2,277,5220,30,3,2011,4,6,24,0,15,8,"FM137                         ","SL286                         ",25,33.64084722,-95.58586111,0,12,6,0,2,2,1,0,2,10,0,10,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,480577,1,1,0,0,0,1,1,471,3340,30,3,2011,4,2,32,0,5,8,"FM1374                        ","                              ",30,30.6697,-95.57358611,0,42,0,0,1,1,4,0,2,10,0,10,0,"0000000",88,88,88,88,88,88,0,0,0,1,1
48,480578,1,1,0,0,0,2,2,491,2620,30,3,2011,4,5,52,0,16,5,"SHELL                         ","                              ",0,30.68858611,-97.71565278,0,38,0,0,1,1,4,0,2,10,0,10,0,"0000000",99,99,99,99,99,99,0,0,0,1,1
48,480579,1,1,0,0,0,2,2,73,0,31,3,2011,5,18,45,0,6,4,"2831                          ","                              ",0,31.47032778,-94.99783611,0,42,0,0,1,1,4,0,1,1,0,1,0,"0000000",19,2,19,20,19,59,0,0,0,1,1
48,480580,2,2,0,0,0,1,1,209,990,31,3,2011,5,1,49,1,11,1,"I-35                          ","                              ",233,30.08798611,-97.81935833,0,1,0,0,1,1,1,1,3,1,0,1,0,"0000000",1,57,2,11,2,39,19,0,0,1,1
48,480581,1,1,0,0,0,1,1,303,0,31,3,2011,5,17,59,0,6,4,"7900                          ","                              ",0,33.39995556,-101.74198056,0,35,0,0,1,1,4,0,1,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,1
48,480582,1,1,0,1,1,1,1,391,0,31,3,2011,5,6,9,1,2,2,"US-77                         ","                              ",343,28.16403333,-97.39778889,0,8,0,0,1,1,1,0,2,1,0,1,0,"0000000",88,88,88,88,88,88,23,0,0,1,0
48,480583,1,1,0,0,0,1,1,361,0,1,4,2011,6,17,15,0,14,8,"FM1132                        ","                              ",44,30.13225,-93.95868333,0,42,0,0,1,1,4,0,1,1,0,1,0,"0000000",17,15,17,22,17,49,0,0,0,1,0
48,480584,1,1,0,0,0,1,1,365,0,1,4,2011,6,20,0,0,6,4,"268                           ","                              ",0,32.30505278,-94.40933611,0,42,0,0,1,1,4,0,2,10,0,10,0,"0000000",88,88,88,88,88,88,0,0,0,1,1
48,480585,1,1,0,0,0,6,6,39,1395,2,4,2011,7,2,3,0,16,5,"COLLEGE BLVD                  ","                              ",0,29.04429444,-95.41001667,0,33,0,0,1,1,3,0,2,1,0,1,0,"0000000",2,5,2,9,2,52,0,0,0,1,0
48,480586,2,2,0,1,1,2,2,113,1730,2,4,2011,7,6,5,1,13,2,"US-175                        ","                              ",31,32.751875,-96.763175,0,8,0,0,1,1,1,0,6,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,480587,2,2,0,0,0,3,3,113,2590,2,4,2011,7,1,41,0,16,5,"W WALNUT ST                   ","N SHILOH RD                   ",0,32.91637778,-96.66536389,0,12,6,0,2,2,1,0,3,1,0,1,0,"0000000",1,43,1,48,2,0,0,0,0,1,0
48,480588,1,1,0,0,0,1,1,339,0,2,4,2011,7,2,22,1,11,1,"I-45                          ","                              ",16,30.13259167,-95.44375833,0,30,0,0,1,1,4,0,3,1,0,1,0,"0000000",99,99,2,27,3,8,0,0,0,1,0
48,480589,1,1,0,0,0,1,1,419,0,2,4,2011,7,22,20,0,4,8,"FM139                         ","                              ",290,31.73940556,-93.90085556,0,32,0,0,1,1,4,0,2,1,0,1,0,"0000000",23,0,23,37,0,12,0,0,0,1,0
48,480590,1,1,0,0,0,1,1,453,330,2,4,2011,7,2,5,0,16,5,"FM2304                        ","                              ",61,30.16152778,-97.83248889,0,33,0,0,1,1,4,0,2,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,1
48,480592,2,2,0,0,0,2,2,185,0,3,4,2011,1,9,10,0,5,8,"FM 3090                       ","                              ",166,30.442125,-96.06110556,0,12,6,0,1,1,1,0,1,1,0,1,0,"0000000",9,12,9,18,9,35,0,0,0,1,0
48,480593,1,1,0,1,1,1,1,201,0,3,4,2011,1,2,10,1,11,1,"I-10                          ","                              ",418,29.77622778,-95.13265278,0,8,0,0,1,1,1,0,2,1,0,1,0,"0000000",99,99,99,99,99,99,0,0,0,1,0
48,480594,2,2,0,0,0,2,2,201,3280,3,4,2011,1,2,14,0,16,5,"CLAY RD                       ","CAMPBELL RD                   ",0,29.83241667,-95.52641389,0,12,6,0,2,3,1,0,3,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,2
48,480596,1,1,0,0,0,2,2,141,2190,4,4,2011,2,1,17,1,2,8,"SL 375                        ","                              ",210,31.838575,-106.32316111,2,30,0,0,1,1,4,0,3,1,0,1,0,"0000000",1,21,1,42,2,9,0,0,0,1,0
48,480597,1,1,0,0,0,1,1,209,0,4,4,2011,2,19,23,0,6,4,"214                           ","                              ",0,29.91227778,-98.10412222,0,38,0,0,1,1,4,0,1,1,0,1,0,"0000000",19,23,19,33,20,24,0,0,0,1,1
48,481108,2,2,0,0,0,4,4,1,5170,9,6,2011,5,20,53,0,15,8,"FM2394                        ","BRISTOL RD                    ",5,31.74866111,-95.67067222,0,12,6,0,2,3,1,0,5,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,1
48,481109,2,2,0,0,0,2,2,73,0,9,6,2011,5,12,5,1,2,2,"US-175                        ","                              ",73,31.99536111,-95.32610833,0,12,8,0,1,1,1,0,1,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,2,0
48,481110,1,1,0,0,0,4,4,91,0,9,6,2011,5,16,49,0,15,8,"FM2252                        ","                              ",32,29.62670556,-98.28085833,0,59,0,0,1,1,4,1,1,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,481111,2,2,0,0,0,2,2,143,0,9,6,2011,5,4,28,1,2,2,"US-277                        ","                              ",79,32.31608056,-98.09911389,0,12,2,0,1,1,1,0,2,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,0
48,481112,1,1,0,0,0,2,2,187,0,9,6,2011,5,4,37,0,14,8,"FM78                          ","                              ",152,29.59286389,-98.03289444,0,1,0,0,1,1,4,0,3,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,1
48,481113,2,2,0,0,0,2,2,209,0,9,6,2011,5,23,37,0,4,8,"FM1626                        ","                              ",110,30.05765556,-97.87406389,0,12,1,0,1,1,1,0,2,1,0,1,0,"0000000",99,99,99,99,99,99,0,0,0,1,1
48,481114,1,1,0,0,0,1,1,317,0,9,6,2011,5,15,55,1,2,3,"SR-349                        ","                              ",121,32.36749444,-102.14641667,0,1,0,0,1,1,4,0,1,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,1,1
48,481115,2,2,0,0,0,2,2,405,0,9,6,2011,5,5,50,0,3,3,"SR-147                        ","                              ",36,31.50253056,-94.13304722,0,12,2,0,1,1,1,0,1,1,0,1,0,"0000000",88,88,88,88,88,88,0,0,0,2,1
48,481116,1,1,0,1,1,1,1,413,2140,9,6,2011,5,21,57,1,2,2,"US-277                        ","DIXIE RD                      ",164,30.86910556,-100.59088333,0,8,0,0,2,3,1,0,2,1,0,1,0,"0000000",21,58,22,7,99,99,0,0,0,1,0
